table_name,column_id,column_name,data_type,type_detail,max_length,precision,scale,is_nullable,is_identity,is_computed,default_constraint_name,default_definition,computed_definition,column_description
Orders,5,QuoteCheckout,tinyint,NULL,1,3,0,0,0,0,DF_Orders_QuoteCheckout,((0)),NULL,NULL
Orders,6,IsNew,tinyint,NULL,1,3,0,0,0,0,DF_Orders_IsNew,((1)),NULL,NULL
Orders,7,ShippedOn,datetime,NULL,8,23,3,1,0,0,NULL,NULL,NULL,NULL
Orders,8,CustomerID,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders,9,CustomerGUID,uniqueidentifier,NULL,16,0,0,0,0,0,NULL,NULL,NULL,NULL
Orders,10,Referrer,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,11,SkinID,int,NULL,4,10,0,0,0,0,DF_Orders_SiteID,((1)),NULL,NULL
Orders,12,LastName,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,13,FirstName,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,14,Email,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,15,Notes,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,16,BillingEqualsShipping,tinyint,NULL,1,3,0,0,0,0,DF_Orders_BillingEqualsShipping,((0)),NULL,NULL
Orders,17,BillingLastName,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,18,BillingFirstName,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,19,BillingCompany,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,20,BillingAddress1,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,21,BillingAddress2,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,22,BillingSuite,nvarchar,50,100,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,23,BillingCity,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,24,BillingState,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,25,BillingZip,nvarchar,10,20,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,26,BillingCountry,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,27,BillingPhone,nvarchar,25,50,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,28,ShippingLastName,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,29,ShippingFirstName,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,30,ShippingCompany,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,31,ShippingResidenceType,int,NULL,4,10,0,0,0,0,DF_Orders_ShippingResidenceType,((0)),NULL,NULL
Orders,32,ShippingAddress1,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,33,ShippingAddress2,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,34,ShippingSuite,nvarchar,50,100,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,35,ShippingCity,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,36,ShippingState,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,37,ShippingZip,nvarchar,10,20,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,38,ShippingCountry,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,39,ShippingMethodID,int,NULL,4,10,0,0,0,0,DF_Orders_ShippingMethodID,((0)),NULL,NULL
Orders,40,ShippingMethod,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,41,ShippingPhone,nvarchar,25,50,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,42,ShippingCalculationID,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders,43,Phone,nvarchar,25,50,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,44,RegisterDate,datetime,NULL,8,23,3,1,0,0,NULL,NULL,NULL,NULL
Orders,45,AffiliateID,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders,46,CouponCode,nvarchar,50,100,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,47,CouponType,int,NULL,4,10,0,0,0,0,DF_Orders_CouponType,((0)),NULL,NULL
Orders,48,CouponDescription,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,49,CouponDiscountAmount,money,NULL,8,19,4,1,0,0,NULL,NULL,NULL,NULL
Orders,50,CouponDiscountPercent,money,NULL,8,19,4,1,0,0,NULL,NULL,NULL,NULL
Orders,51,CouponIncludesFreeShipping,tinyint,NULL,1,3,0,1,0,0,NULL,NULL,NULL,NULL
Orders,52,OkToEmail,tinyint,NULL,1,3,0,1,0,0,NULL,NULL,NULL,NULL
Orders,53,Deleted,tinyint,NULL,1,3,0,0,0,0,DF_Orders_Deleted,((0)),NULL,NULL
Orders,54,CardType,nvarchar,20,40,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,55,CardName,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,56,CardNumber,nvarchar,300,600,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,57,CardExpirationMonth,nvarchar,10,20,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,58,CardExpirationYear,nvarchar,10,20,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,59,CardStartDate,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,60,CardIssueNumber,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,61,OrderSubtotal,money,NULL,8,19,4,0,0,0,DF_Orders_OrderSubtotal,((0.0)),NULL,NULL
Orders,62,OrderTax,money,NULL,8,19,4,0,0,0,DF_Orders_OrderTax,((0.0)),NULL,NULL
Orders,63,OrderShippingCosts,money,NULL,8,19,4,0,0,0,DF_Orders_OrderShippingCosts,((0.0)),NULL,NULL
Orders,64,OrderTotal,money,NULL,8,19,4,0,0,0,DF_Orders_OrderTotal,((0.0)),NULL,NULL
Orders,65,PaymentGateway,nvarchar,50,100,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,66,AuthorizationCode,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,67,AuthorizationResult,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,68,AuthorizationPNREF,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,69,TransactionCommand,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,70,OrderDate,datetime,NULL,8,23,3,0,0,0,DF_Orders_OrderDate,(getdate()),NULL,NULL
Orders,71,LevelID,int,NULL,4,10,0,1,0,0,DF_Orders_LevelID,((0)),NULL,NULL
Orders,72,LevelName,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,73,LevelDiscountPercent,money,NULL,8,19,4,1,0,0,NULL,NULL,NULL,NULL
Orders,74,LevelDiscountAmount,money,NULL,8,19,4,1,0,0,NULL,NULL,NULL,NULL
Orders,75,LevelHasFreeShipping,tinyint,NULL,1,3,0,1,0,0,NULL,NULL,NULL,NULL
Orders,76,LevelAllowsQuantityDiscounts,tinyint,NULL,1,3,0,1,0,0,NULL,NULL,NULL,NULL
Orders,77,LevelHasNoTax,tinyint,NULL,1,3,0,1,0,0,NULL,NULL,NULL,NULL
Orders,78,LevelAllowsCoupons,tinyint,NULL,1,3,0,1,0,0,NULL,NULL,NULL,NULL
Orders,79,LevelDiscountsApplyToExtendedPrices,tinyint,NULL,1,3,0,1,0,0,NULL,NULL,NULL,NULL
Orders,80,LastIPAddress,varchar,40,40,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,81,PaymentMethod,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,82,OrderNotes,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,83,PONumber,nvarchar,50,100,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,84,DownloadEmailSentOn,datetime,NULL,8,23,3,1,0,0,NULL,NULL,NULL,NULL
Orders,85,ReceiptEmailSentOn,datetime,NULL,8,23,3,1,0,0,NULL,NULL,NULL,NULL
Orders,86,DistributorEmailSentOn,datetime,NULL,8,23,3,1,0,0,NULL,NULL,NULL,NULL
Orders,87,ShippingTrackingNumber,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,88,ShippedVIA,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,89,CustomerServiceNotes,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,90,RTShipRequest,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,91,RTShipResponse,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,92,TransactionState,nvarchar,20,40,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,93,AVSResult,nvarchar,50,100,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,94,CaptureTXCommand,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,95,CaptureTXResult,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,96,VoidTXCommand,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,97,VoidTXResult,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,98,RefundTXCommand,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,99,RefundTXResult,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,100,RefundReason,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,101,CardinalLookupResult,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,102,CardinalAuthenticateResult,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,103,CardinalGatewayParms,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,104,AffiliateCommissionRecorded,tinyint,NULL,1,3,0,0,0,0,DF_Orders_AffiliateCommissionRecorded,((0)),NULL,NULL
Orders,105,OrderOptions,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,106,OrderWeight,money,NULL,8,19,4,0,0,0,DF_Orders_OrderWeight,((0.0)),NULL,NULL
Orders,107,CarrierReportedRate,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,108,CarrierReportedWeight,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,109,LocaleSetting,nvarchar,10,20,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,110,FinalizationData,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,111,ExtensionData,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,112,AlreadyConfirmed,tinyint,NULL,1,3,0,0,0,0,DF_Orders_AlreadyConfirmed,((0)),NULL,NULL
Orders,113,CartType,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders,114,THUB_POSTED_TO_ACCOUNTING,char,1,1,0,0,1,0,0,DF_Orders_THUB_POSTED_TO_ACCOUNTING,('N'),NULL,NULL
Orders,115,THUB_POSTED_DATE,datetime,NULL,8,23,3,1,0,0,NULL,NULL,NULL,NULL
Orders,116,THUB_ACCOUNTING_REF,char,25,25,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,117,Last4,nvarchar,4,8,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,118,ReadyToShip,tinyint,NULL,1,3,0,0,0,0,DF_Orders_ReadyToShip,((0)),NULL,NULL
Orders,119,IsPrinted,tinyint,NULL,1,3,0,0,0,0,DF_Orders_IsPrinted,((0)),NULL,NULL
Orders,120,AuthorizedOn,datetime,NULL,8,23,3,1,0,0,NULL,NULL,NULL,NULL
Orders,121,CapturedOn,datetime,NULL,8,23,3,1,0,0,NULL,NULL,NULL,NULL
Orders,122,RefundedOn,datetime,NULL,8,23,3,1,0,0,NULL,NULL,NULL,NULL
Orders,123,VoidedOn,datetime,NULL,8,23,3,1,0,0,NULL,NULL,NULL,NULL
Orders,124,FraudedOn,datetime,NULL,8,23,3,1,0,0,NULL,NULL,NULL,NULL
Orders,125,TrackingURL,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,126,ShippedEMailSentOn,datetime,NULL,8,23,3,1,0,0,NULL,NULL,NULL,NULL
Orders,127,InventoryWasReduced,int,NULL,4,10,0,0,0,0,DF_Orders_InvReduced,((0)),NULL,NULL
Orders,128,MaxMindFraudScore,decimal,"5,2",5,5,2,1,0,0,DF_Orders_MaxMindScore,((-1)),NULL,NULL
Orders,129,MaxMindDetails,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,130,VATRegistrationID,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,131,Crypt,int,NULL,4,10,0,0,0,0,DF_Orders_Crypt,((1)),NULL,NULL
Orders,132,TransactionType,int,NULL,4,10,0,0,0,0,DF_Orders_TransactionType,((0)),NULL,NULL
Orders,133,RecurringSubscriptionID,nvarchar,100,200,0,0,0,0,0,DF_Orders_RecurringSubscriptionID,(''),NULL,NULL
Orders,134,RelatedOrderNumber,int,NULL,4,10,0,0,0,0,DF_Orders_RelatedOrderNumber,((0)),NULL,NULL
Orders,135,EditedOn,datetime,NULL,8,23,3,1,0,0,NULL,NULL,NULL,NULL
Orders,136,StoreID,int,NULL,4,10,0,0,0,0,DF_Orders_StoreID,((1)),NULL,NULL
Orders,137,ReceiptHtml,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders,138,UpdatedOn,datetime,NULL,8,23,3,0,0,0,DF_Orders_UpdatedOn,(getdate()),NULL,NULL
Orders,139,CreatedOn,datetime,NULL,8,23,3,0,0,0,DF_Orders_CreatedOn,(getdate()),NULL,NULL
Orders,140,RecurringSubscriptionCommand,nvarchar,MAX,-1,0,0,1,0,0,DF_Orders_RecurringSubscriptionCommand,(''),NULL,NULL
Orders,141,RecurringSubscriptionResult,nvarchar,MAX,-1,0,0,1,0,0,DF_Orders_RecurringSubscriptionResult,(''),NULL,NULL
Orders,142,BuySafeCommand,nvarchar,MAX,-1,0,0,1,0,0,DF_Orders_BuySafeCommand,(''),NULL,NULL
Orders,143,BuySafeResult,nvarchar,MAX,-1,0,0,1,0,0,DF_Orders_BuySafeResult,(''),NULL,NULL
Orders_CustomCart,1,OrderNumber,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,2,CustomCartRecID,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,3,CustomerID,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,4,PackID,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,5,ShoppingCartRecID,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,6,ProductSKU,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,7,ProductName,ntext,NULL,16,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,8,ProductVariantName,nvarchar,255,510,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,9,ProductWeight,money,NULL,8,19,4,1,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,10,ProductID,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,11,VariantID,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,12,Quantity,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,13,ChosenColor,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,14,ChosenColorSKUModifier,nvarchar,50,100,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,15,ChosenSize,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,16,ChosenSizeSKUModifier,nvarchar,50,100,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,17,CartType,int,NULL,4,10,0,0,0,0,DF_Orders_CustomCart_CartType,((1)),NULL,NULL
Orders_CustomCart,18,ExtensionData,ntext,NULL,16,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_CustomCart,19,CreatedOn,datetime,NULL,8,23,3,0,0,0,DF_Orders_CustomCart_CreatedOn,(getdate()),NULL,NULL
Orders_KitCart,1,OrderNumber,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,2,KitCartRecID,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,3,CustomerID,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,4,ShoppingCartRecID,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,5,ProductID,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,6,VariantID,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,7,ProductName,nvarchar,255,510,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,8,ProductVariantName,nvarchar,255,510,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,9,KitGroupID,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,10,KitGroupName,nvarchar,400,800,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,11,KitGroupIsRequired,tinyint,NULL,1,3,0,1,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,12,KitItemID,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,13,KitItemName,nvarchar,400,800,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,14,KitItemPriceDelta,money,NULL,8,19,4,1,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,15,Quantity,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,16,TextOption,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,17,ExtensionData,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,18,KitGroupTypeID,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,19,InventoryVariantID,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,20,InventoryVariantColor,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,21,InventoryVariantSize,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_KitCart,22,CreatedOn,datetime,NULL,8,23,3,0,0,0,DF_Orders_KitCart_CreatedOn,(getdate()),NULL,NULL
Orders_KitCart,23,CartType,int,NULL,4,10,0,0,0,0,DF_Orders_KitCart_CartType,((0)),NULL,NULL
Orders_KitCart,24,KitItemWeightDelta,money,NULL,8,19,4,0,0,0,DF__Orders_Ki__KitIt__450A2E92,((0)),NULL,NULL
Orders_KitCart,25,KitGroupIsReadOnly,tinyint,NULL,1,3,0,0,0,0,DF_Orders_KitCart_KitGroupIsReadOnly,((0)),NULL,NULL
Orders_KitCart,26,KitItemInventoryQuantityDelta,int,NULL,4,10,0,0,0,0,DF_Orders_KitCart_KitItemInventoryQuantityDelta,((0)),NULL,NULL
Orders_KitCart,27,UpdatedOn,datetime,NULL,8,23,3,0,0,0,DF_Orders_KitCart_UpdatedOn,(getdate()),NULL,NULL
Orders_ShoppingCart,1,OrderNumber,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,2,ShoppingCartRecID,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,3,CustomerID,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,4,ProductID,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,5,VariantID,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,6,Quantity,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,7,ChosenColor,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,8,ChosenColorSKUModifier,nvarchar,50,100,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,9,ChosenSize,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,10,ChosenSizeSKUModifier,nvarchar,50,100,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,11,OrderedProductName,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,12,OrderedProductVariantName,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,13,OrderedProductSKU,nvarchar,100,200,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,14,OrderedProductManufacturerPartNumber,nvarchar,900,1800,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,15,OrderedProductWeight,money,NULL,8,19,4,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,16,OrderedProductPrice,money,NULL,8,19,4,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,17,OrderedProductRegularPrice,money,NULL,8,19,4,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,18,OrderedProductSalePrice,money,NULL,8,19,4,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,19,OrderedProductExtendedPrice,money,NULL,8,19,4,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,20,OrderedProductQuantityDiscountName,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,21,OrderedProductQuantityDiscountID,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,22,OrderedProductQuantityDiscountPercent,money,NULL,8,19,4,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,23,IsTaxable,tinyint,NULL,1,3,0,0,0,0,DF_Orders_ShoppingCart_IsTaxable,((0)),NULL,NULL
Orders_ShoppingCart,24,IsShipSeparately,tinyint,NULL,1,3,0,0,0,0,DF_Orders_ShoppingCart_IsShipSeparately,((0)),NULL,NULL
Orders_ShoppingCart,25,IsDownload,tinyint,NULL,1,3,0,0,0,0,DF_Orders_ShoppingCart_IsDownload,((0)),NULL,NULL
Orders_ShoppingCart,26,DownloadLocation,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,27,FreeShipping,tinyint,NULL,1,3,0,0,0,0,DF_Orders_ShoppingCart_FreeShipping,((0)),NULL,NULL
Orders_ShoppingCart,28,IsSecureAttachment,tinyint,NULL,1,3,0,0,0,0,DF_Orders_ShoppingCart_IsSecureAttachment,((0)),NULL,NULL
Orders_ShoppingCart,29,TextOption,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,30,CartType,int,NULL,4,10,0,0,0,0,DF_Orders_ShoppingCart_CartType,((0)),NULL,NULL
Orders_ShoppingCart,32,ShippingAddressID,int,NULL,4,10,0,0,0,0,DF_Orders_ShoppingCart_ShippingAddressID,((0)),NULL,NULL
Orders_ShoppingCart,33,ShippingDetail,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,34,ShippingMethodID,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,35,ShippingMethod,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,36,DistributorID,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,38,Notes,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,39,DistributorEmailSentOn,datetime,NULL,8,23,3,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,40,ExtensionData,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,41,SizeOptionPrompt,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,42,ColorOptionPrompt,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,43,TextOptionPrompt,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,44,CreatedOn,datetime,NULL,8,23,3,0,0,0,DF_Orders_ShoppingCart_CreatedOn,(getdate()),NULL,NULL
Orders_ShoppingCart,46,CustomerEntersPrice,tinyint,NULL,1,3,0,0,0,0,DF_Orders_ShoppingCart_CustomerEntersPrice,((0)),NULL,NULL
Orders_ShoppingCart,47,CustomerEntersPricePrompt,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,48,IsAKit,tinyint,NULL,1,3,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,50,IsSystem,tinyint,NULL,1,3,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,51,TaxClassID,int,NULL,4,10,0,0,0,0,DF_Orders_ShoppingCart_TaxClassID,((1)),NULL,NULL
Orders_ShoppingCart,52,TaxRate,money,NULL,8,19,4,0,0,0,DF_Orders_ShoppingCart_TaxRate,((0)),NULL,NULL
Orders_ShoppingCart,53,IsGift,bit,NULL,1,1,0,0,0,0,DF_Orders_ShoppingCart_IsGift,((0)),NULL,NULL
Orders_ShoppingCart,54,UpdatedOn,datetime,NULL,8,23,3,0,0,0,DF_Orders_ShoppingCart_UpdatedOn,(getdate()),NULL,NULL
Orders_ShoppingCart,55,DownloadStatus,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,56,DownloadValidDays,int,NULL,4,10,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,57,DownloadCategory,nvarchar,MAX,-1,0,0,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,58,DownloadReleasedOn,datetime,NULL,8,23,3,1,0,0,NULL,NULL,NULL,NULL
Orders_ShoppingCart,59,GTIN,nvarchar,14,28,0,0,1,0,0,NULL,NULL,NULL,NULL
OrderShipment,1,OrderShipmentID,int,NULL,4,10,0,0,1,0,NULL,NULL,NULL,NULL
OrderShipment,2,OrderNumber,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
OrderShipment,3,AddressID,int,NULL,4,10,0,0,0,0,NULL,NULL,NULL,NULL
OrderShipment,4,ShippingTotal,money,NULL,8,19,4,0,0,0,NULL,NULL,NULL,NULL
OrderShipment,5,UpdatedOn,datetime,NULL,8,23,3,0,0,0,DF_OrderShipment_UpdatedOn,(getdate()),NULL,NULL
